ts_local,buy_count,cost_cents,fill_side,pnl_cents,series,contract_cost,percent_gain
2026-03-24T16:15:10.810724-07:00,12,1167.6,yes,32.40000000000009,KXBTC15M,97.3,2.774923
2026-03-24T16:30:10.810704-07:00,12,1120.8000000000002,yes,79.19999999999982,KXBTC15M,93.4,7.066381
2026-03-24T16:45:10.787711-07:00,13,1183.0,yes,117.0,KXETH15M,91.0,9.89011
2026-03-24T17:15:10.802704-07:00,12,1137.6,yes,62.40000000000009,KXBTC15M,94.8,5.485232
2026-03-24T18:15:10.790302-07:00,15,1215.0,no,285.0,KXXRP15M,81.0,23.45679
2026-03-24T18:15:10.805492-07:00,11,1041.6999999999998,yes,-1041.6999999999998,KXBTC15M,94.7,-100.0
2026-03-24T18:30:10.808452-07:00,12,1132.8,no,67.20000000000005,KXBTC15M,94.4,5.932203
2026-03-24T19:15:10.787738-07:00,14,1148.0,no,252.0,KXXRP15M,82.0,21.95122
2026-03-24T19:15:10.821129-07:00,10,970.0,no,30.0,KXBTC15M,97.0,3.092784
2026-03-24T19:45:10.792078-07:00,14,1134.0,no,266.0,KXXRP15M,81.0,23.45679
2026-03-24T19:45:10.815905-07:00,11,1043.8999999999999,yes,56.100000000000136,KXBTC15M,94.9,5.374078
2026-03-24T20:00:10.849607-07:00,15,1215.0,no,285.0,KXXRP15M,81.0,23.45679
2026-03-24T20:00:10.870731-07:00,11,1076.8999999999999,no,23.100000000000136,KXBTC15M,97.9,2.145046
2026-03-24T20:15:10.815426-07:00,12,1166.4,no,-1166.4,KXBTC15M,97.2,-100.0
2026-03-24T20:30:10.815049-07:00,11,1038.3999999999999,no,-1038.3999999999999,KXBTC15M,94.4,-100.0
2026-03-24T20:45:10.858184-07:00,10,972.0,yes,28.0,KXBTC15M,97.2,2.880658
2026-03-24T21:01:13.580701-07:00,10,840.0,yes,-840.0,KXBTC15M,84.0,-100.0
2026-03-24T21:15:10.863273-07:00,9,851.4,yes,48.60000000000002,KXBTC15M,94.6,5.708245
2026-03-24T21:30:10.858864-07:00,9,875.6999999999999,yes,24.300000000000068,KXBTC15M,97.3,2.774923
2026-03-24T21:45:10.856454-07:00,10,941.0,no,59.0,KXBTC15M,94.1,6.269926
